DisplayName,NormalizedName,alpha
Nursing and midwifery studies,nursing and midwifery studies,-0.038222789115646257
Advances in transportation studies,advances in transportation studies,0.05120108649520415
International journal of molecular epidemiology and genetics,international journal of molecular epidemiology and genetics,0.04896051658827647
International Journal of Agriculture: Research and Review,international journal of agriculture research and review,0.002888086642599282
EURO Journal on Transportation and Logistics,euro journal on transportation and logistics,0.23220973782771537
Journal of Cardiovascular Diseases and Diagnosis,journal of cardiovascular diseases and diagnosis,0.03659740174127597
"Statistics and demography, the legacy of Corrado Gini",statistics and demography the legacy of corrado gini,0.43759177679882527
Journal of Harbin Medical University,journal of harbin medical university,0.06206579250057513
International journal of management cases,international journal of management cases,-0.004887585532746837
Nanomaterials,nanomaterials,0.008947578401166296
Anti-inflammatory & anti-allergy agents in medicinal chemistry,anti inflammatory & anti allergy agents in medicinal chemistry,-0.05221382242658838
Hepatobiliary surgery and nutrition,hepatobiliary surgery and nutrition,-0.032137031652770154
China Land Science,china land science,0.10544217687074832
Accounting and Finance Research,accounting and finance research,0.1508515815085158
Thammasat International Journal of Science and Technology,thammasat international journal of science and technology,0.06875725900116146
Journal of Geoscience and Environment Protection,journal of geoscience and environment protection,0.002378757954794821
Engineering of Biomaterials,engineering of biomaterials,-0.08746511844918592
The Journal of clinical and aesthetic dermatology,the journal of clinical and aesthetic dermatology,0.060397734157276145
International Journal of Herbal Medicine,international journal of herbal medicine,-0.02290262023743424
Journal of China Coal Society,journal of china coal society,-0.04756751969534115
Journal of the Mass Spectrometry Society of Japan,journal of the mass spectrometry society of japan,-0.1635416666666667
Journal of Parkinson's disease,journal of parkinson s disease,0.030721810516203617
Kozgazdasagi Szemle,kozgazdasagi szemle,0.23405972558514937
Onkologiya. Zhurnal imeni P.A.Gertsena,onkologiya zhurnal imeni p a gertsena,-0.4466940571445452
The International Review of Qualitative Research,the international review of qualitative research,0.39217630853994484
African journal of drug and alcohol studies,african journal of drug and alcohol studies,-0.05502079619726678
Practical Metallography,practical metallography,-0.051563473563473565
Therapeutic Advances in Psychopharmacology,therapeutic advances in psychopharmacology,0.03990647365132962
Journal of Dairy Science and Technology,journal of dairy science and technology,0.09137851872961592
Asian Journal of Research in Business Economics and Management,asian journal of research in business economics and management,-0.059861111111111115
The Journal of Physician Assistant Education,the journal of physician assistant education,0.27583936800526665
Journal of Economic Cooperation and Development,journal of economic cooperation and development,-0.09366391184573007
EMC - Anestesia-Reanimación,emc anestesia reanimacion,0.11697530864197533
EMC - Pediatría,emc pediatria,-0.06590368980612885
Biomedicine & Aging Pathology,biomedicine & aging pathology,0.0036758563074352586
Hipertensión y Riesgo Vascular,hipertension y riesgo vascular,0.15666796293508622
Journal of Advanced Mechanical Design Systems and Manufacturing,journal of advanced mechanical design systems and manufacturing,0.029384293725697088
Current Research in Chemistry,current research in chemistry,0.1568270165208941
Stilt,stilt,-0.22336769759450176
International Journal of Cancer,international journal of cancer,0.025287602633420066
Therapeutic Advances in Neurological Disorders,therapeutic advances in neurological disorders,0.06457990366441071
Moscow University Soil Science Bulletin,moscow university soil science bulletin,0.054743542661280446
Bulletin of The Veterinary Institute in Pulawy,bulletin of the veterinary institute in pulawy,-0.002393119015174695
Frontiers of Chemical Engineering in China,frontiers of chemical engineering in china,0.007691565334877427
Journal of Reconstructive Microsurgery,journal of reconstructive microsurgery,0.12859708400890457
Neotropical Primates,neotropical primates,0.008473711077080141
Journal of Wine Research,journal of wine research,0.19772100275878612
Pathologie Biologie,pathologie biologie,0.12335249688487378
Carbohydrate Research,carbohydrate research,0.007318555601252708
Research in Transportation Economics,research in transportation economics,0.28746031746031747
International Journal of Oral Science,international journal of oral science,0.03868769883998311
Scanning,scanning,-0.02960027838693157
Medical Engineering & Physics,medical engineering & physics,0.03701072482308703
Psychology and Aging,psychology and aging,-0.0022966744154464262
Biology of Blood and Marrow Transplantation,biology of blood and marrow transplantation,0.044923763574619816
World Journal of Surgery,world journal of surgery,0.012228977675459253
Journal of Telemedicine and Telecare,journal of telemedicine and telecare,0.035972742915495654
Journal of Surgical Technique and Case Report,journal of surgical technique and case report,0.06002660719176742
Assay and Drug Development Technologies,assay and drug development technologies,0.016828593185424127
Pharmacology & Therapeutics,pharmacology & therapeutics,0.024360817386002136
Heteroatom Chemistry,heteroatom chemistry,-0.017516298159707965
Trends in Food Science and Technology,trends in food science and technology,0.13122128046195394
Sbornik Mathematics,sbornik mathematics,0.5602836879432624
Acta Veterinaria Scandinavica,acta veterinaria scandinavica,0.001568054154671325
Epilepsy & Behavior,epilepsy & behavior,0.03686677939482875
Journal of Law and Society,journal of law and society,0.28310502283105027
Journal of Men's Health,journal of men s health,0.02326502945930446
Reviews of Geophysics,reviews of geophysics,0.5107794125711076
Economic Record,economic record,0.6741207349081365
Seed Science Research,seed science research,-0.06832779623477298
Psychiatrische Praxis,psychiatrische praxis,0.10057964423572362
Egyptian Computer Science Journal,egyptian computer science journal,0.11961160532589106
Political Psychology,political psychology,0.06750869485630606
Pharmaceutical Statistics,pharmaceutical statistics,0.13907438715131026
Quarterly Reviews of Biophysics,quarterly reviews of biophysics,0.0355662964486494
Celestial Mechanics and Dynamical Astronomy,celestial mechanics and dynamical astronomy,0.4065657105298091
The Chemical Educator,the chemical educator,-0.027450980392156862
Journal of Nonprofit & Public Sector Marketing,journal of nonprofit & public sector marketing,0.16746987951807227
Journal of Cosmology,journal of cosmology,0.22698042769901383
Self and Identity,self and identity,0.11717983043284248
International Journal of Quantum Chemistry,international journal of quantum chemistry,-0.0013236377332458194
Cancer Radiotherapie,cancer radiotherapie,-0.008070051398687847
Decision Sciences,decision sciences,0.03812316715542522
